Uid,Time,Symbol,C/P,Trade,Side,Str,Spot,Exp,Size,Prems,Price,Bid,Ask,Vol,OI,Ivol,Label,Events,Details
14470902,2023-02-06 09:55:20,F,PUT,,TO BID,15,12.99,2025-01-17,100,34.90K,3.49,3.45,3.55,100,10716,33.69,,SSR,
14470901,2023-02-06 09:55:19,QQQ,PUT,,TO BID,311,304.4,2023-06-16,256,477.95K,18.67,18.64,18.72,333,192,23.61,OPENING,,
14470900,2023-02-06 09:55:19,QQQ,PUT,,TO ASK,336,304.4,2023-06-16,256,873.98K,34.14,34.02,34.23,304,0,21.13,OPENING,,
14470905,2023-02-06 09:55:18,SPY,CALL,SWEEP,ABV ASK,410,410.15,2023-02-07,110,28.50K,2.59,2.57,2.59,11832,2946,25.66,,,
14470899,2023-02-06 09:55:18,AMZN,CALL,,,105,102.57,2023-03-17,102,42.53K,4.17,4.15,4.2,6751,49008,37.31,,,
14470898,2023-02-06 09:55:18,AMZN,CALL,,TO ASK,105,102.57,2023-04-21,102,61.81K,6.06,6,6.1,5221,10138,36.21,,,
14470896,2023-02-06 09:55:18,AMZN,CALL,,,105,102.57,2023-03-17,142,59.21K,4.17,4.15,4.2,6649,49008,37.31,,,
14470895,2023-02-06 09:55:18,AMZN,CALL,,TO ASK,105,102.57,2023-04-21,142,86.05K,6.06,6,6.1,5119,10138,36.21,,,
14470894,2023-02-06 09:55:18,AMZN,CALL,,TO ASK,105,102.57,2023-04-21,53,32.17K,6.07,6,6.1,4977,10138,36.27,,,
14470893,2023-02-06 09:55:18,AMZN,CALL,,TO BID,105,102.57,2023-03-17,68,28.29K,4.16,4.15,4.2,6363,49008,37.24,,,
14470892,2023-02-06 09:55:18,AMZN,CALL,,,105,102.57,2023-04-21,68,41.14K,6.05,6,6.1,4833,10138,36.16,,,
14470897,2023-02-06 09:55:16,CCI,CALL,SWEEP,AT BID,150,144.13,2023-02-17,297,29.70K,1,1,1.2,301,2779,29.36,,,
14470891,2023-02-06 09:55:14,SPY,PUT,SWEEP,AT BID,408,410.12,2023-02-07,224,34.72K,1.55,1.55,1.57,9148,4015,25.71,,,
14470888,2023-02-06 09:55:14,SPX,PUT,,AT BID,3970,4114.04,2023-02-10,107,33.17K,3.1,2.95,3.1,712,824,22.53,,,
14470887,2023-02-06 09:55:14,SPX,PUT,,AT BID,3970,4114.04,2023-02-10,102,31.62K,3.1,3,3.1,605,824,22.53,,,
14470885,2023-02-06 09:55:14,AMZN,CALL,,TO ASK,105,102.56,2023-04-21,132,79.99K,6.06,6,6.1,4700,10138,36.22,,,
14470884,2023-02-06 09:55:14,AMZN,CALL,,,105,102.56,2023-03-17,132,55.18K,4.18,4.15,4.2,6230,49008,37.41,,,
14470890,2023-02-06 09:55:13,SPX,PUT,SPLIT,BLW BID,3970,4113.9,2023-02-10,700,219.77K,3.14,3.2,3.4,777,824,22.68,,,
14470889,2023-02-06 09:55:13,TSLA,CALL,SWEEP,TO ASK,195,196.06,2023-02-10,60,52.94K,8.82,8.75,8.85,16683,8851,96.86,,,
14470886,2023-02-06 09:55:12,KWEB,PUT,SPLIT,AT ASK,33,32.03,2023-03-17,185,45.88K,2.48,2.46,2.48,440,10097,48.25,,,
14470881,2023-02-06 09:55:12,QQQ,CALL,,,304,304.3,2023-02-07,100,29.00K,2.9,2.89,2.92,1873,278,38.17,,,
14470878,2023-02-06 09:55:12,AMZN,CALL,,,105,102.57,2023-04-21,113,68.36K,6.05,6,6.1,4519,10138,36.16,,,
14470877,2023-02-06 09:55:12,AMZN,CALL,,,105,102.57,2023-03-17,113,47.23K,4.18,4.15,4.2,6049,49008,37.39,,,
14470882,2023-02-06 09:55:11,TSLA,CALL,SWEEP,BLW BID,200,196.24,2023-02-10,51,34.28K,6.72,6.75,6.8,35540,28709,98.74,,,
14470875,2023-02-06 09:55:11,BABA,CALL,,,150,103.99,2023-04-21,1450,117.45K,0.81,0.74,0.87,1537,11643,51.94,,,
14470874,2023-02-06 09:55:11,BABA,CALL,,,155,103.99,2023-04-21,1450,95.70K,0.66,0.6,0.72,1501,7224,53.11,,,
14470879,2023-02-06 09:55:10,TSLA,CALL,SWEEP,BLW BID,210,196.27,2023-02-10,66,25.16K,3.81,3.85,3.9,11171,12502,103.54,,,
14470876,2023-02-06 09:55:09,TSLA,CALL,SWEEP,BLW BID,205,196.47,2023-02-10,185,94.45K,5.11,5.15,5.25,13519,8933,101.06,,,
14470873,2023-02-06 09:55:09,SPY,PUT,SWEEP,,408,410.15,2023-02-07,191,29.42K,1.54,1.53,1.55,9040,4015,25.76,,,
14470872,2023-02-06 09:55:08,TSLA,CALL,SWEEP,BLW BID,200,196.46,2023-02-10,91,62.19K,6.83,6.85,6.95,35487,28709,98.73,,,
14470868,2023-02-06 09:55:08,SPX,CALL,,TO BID,4225,4113.69,2023-02-07,500,36.00K,0.72,0.7,0.8,1050,873,24.47,,,
14470871,2023-02-06 09:55:07,TSLA,CALL,SWEEP,AT ASK,300,196.5,2023-04-21,79,31.60K,4,3.95,4,274,7571,73.34,,,
14470870,2023-02-06 09:55:07,SPY,CALL,SWEEP,,410,410.2,2023-02-06,265,38.74K,1.46,1.45,1.47,39830,2923,29.94,,,
14470869,2023-02-06 09:55:07,AAPL,PUT,SWEEP,AT BID,150,152,2023-02-10,200,31.60K,1.58,1.58,1.6,19842,31866,36.83,,,
14470863,2023-02-06 09:55:06,TSLA,CALL,,TO ASK,202.5,196.34,2023-02-10,80,47.68K,5.96,5.9,6,5113,3918,100.38,,,
14470862,2023-02-06 09:55:06,TSLA,CALL,,TO BID,195,196.34,2023-03-17,80,156.48K,19.56,19.5,19.65,757,3908,72.06,,,
14470867,2023-02-06 09:55:05,TSLA,CALL,SWEEP,TO ASK,195,196.35,2023-02-10,78,70.20K,9,8.9,9,16578,8851,97.19,,,
14470866,2023-02-06 09:55:05,TSLA,CALL,SWEEP,ABV ASK,200,196.35,2023-02-10,98,67.29K,6.87,6.75,6.85,35372,28709,99.28,,,
14470864,2023-02-06 09:55:04,NVDA,PUT,SWEEP,AT BID,195,212.79,2023-04-21,95,107.35K,11.3,11.3,11.35,106,1647,53.51,,,
14470857,2023-02-06 09:55:04,COIN,CALL,,TO ASK,73,73.32,2023-02-10,50,25.10K,5.02,4.9,5.05,1060,136,153.95,,SSR,
14470853,2023-02-06 09:55:04,SPX,CALL,,TO ASK,4145,4114.37,2023-02-09,100,195.70K,19.57,19.3,19.8,224,36,20.97,OPENING,,
14470852,2023-02-06 09:55:04,SPX,CALL,,TO BID,4175,4114.13,2023-02-10,100,130.80K,13.08,12.9,13.3,691,2183,19.91,,,
14470851,2023-02-06 09:55:04,SPX,CALL,,TO BID,4150,4114.13,2023-02-10,100,207.10K,20.71,20.5,21,375,4743,20.13,,,
14470861,2023-02-06 09:55:03,AMZN,CALL,SWEEP,BLW BID,111,102.56,2023-02-10,2058,59.75K,0.29,0.3,0.31,2873,7466,55.64,,,
14470860,2023-02-06 09:55:03,AMZN,CALL,SWEEP,AT BID,110,102.56,2023-02-10,1617,59.83K,0.37,0.37,0.38,7749,43944,54.58,,,
14470859,2023-02-06 09:55:02,TSLA,CALL,SWEEP,ABV ASK,200,196.28,2023-02-10,89,60.76K,6.83,6.75,6.8,35274,28709,99.11,,,
14470858,2023-02-06 09:55:02,TSLA,CALL,SWEEP,TO ASK,200,196.13,2023-02-17,210,212.40K,10.11,10,10.15,8253,26820,84.96,,,
14470856,2023-02-06 09:55:02,TSLA,PUT,SWEEP,BLW BID,190,196.14,2023-02-10,98,50.71K,5.17,5.2,5.25,23365,6553,95.31,,,
14470855,2023-02-06 09:55:02,TSLA,CALL,SWEEP,ABV ASK,190,196.12,2023-02-10,63,72.46K,11.5,11.4,11.45,9031,12610,95.23,,,
14470846,2023-02-06 09:55:02,AAPL,CALL,,AT BID,155,152.03,2025-01-17,70,194.25K,27.75,27.75,28.45,141,4660,28.25,,,
14470842,2023-02-06 09:55:02,UNH,CALL,,TO ASK,470,475.25,2023-02-17,59,73.75K,12.5,11.15,12.8,69,490,27.53,,,
14470854,2023-02-06 09:55:01,SPY,PUT,SWEEP,AT BID,420,410.06,2023-05-19,146,270.39K,18.52,18.52,18.56,705,1975,16.86,,,
14470850,2023-02-06 09:55:01,AAPL,PUT,SWEEP,AT BID,155,151.91,2023-04-21,76,64.98K,8.55,8.55,8.6,354,6801,27.11,,,
14470848,2023-02-06 09:55:01,AAPL,PUT,SWEEP,TO BID,155,151.9,2023-02-10,74,32.23K,4.36,4.35,4.4,4022,17709,36.86,,,
14470841,2023-02-06 09:55:01,DVN,CALL,,,80,60.05,2025-01-17,100,55.00K,5.5,5.5,5.5,115,350,39.7,,,
14470839,2023-02-06 09:55:01,TSLA,CALL,,,195,196.02,2023-02-10,50,43.75K,8.75,8.7,8.8,16473,8851,96.72,,,
14470849,2023-02-06 09:55:00,TSLA,CALL,SWEEP,ABV ASK,200,195.91,2023-02-10,65,43.64K,6.71,6.55,6.65,35184,28709,99.31,,,
14470847,2023-02-06 09:55:00,SPY,PUT,SWEEP,BLW BID,407,410,2023-02-06,1003,37.11K,0.37,0.38,0.39,29906,15146,31.31,,,
14470844,2023-02-06 09:55:00,TSLA,CALL,SWEEP,ABV ASK,195,195.93,2023-02-10,67,58.63K,8.75,8.7,8.75,16481,8851,96.71,,,
14470834,2023-02-06 09:55:00,QQQ,CALL,,AT ASK,303,304.16,2023-02-09,100,44.20K,4.42,4.38,4.42,124,325,32.59,,,
14470838,2023-02-06 09:54:59,TSLA,CALL,SWEEP,BLW BID,200,195.81,2023-02-17,76,75.23K,9.9,9.9,10,8041,26820,84.63,,,
14470832,2023-02-06 09:54:59,AMZN,CALL,,TO BID,150,102.45,2024-01-19,100,27.30K,2.73,2.7,2.81,150,34633,31.87,,,
14470831,2023-02-06 09:54:59,TSLA,CALL,,AT BID,220,195.89,2023-02-17,79,35.55K,4.5,4.5,4.55,6502,31271,90,,,
14470836,2023-02-06 09:54:58,TSLA,CALL,SWEEP,BLW BID,205,195.99,2023-02-10,61,30.42K,4.99,5,5.05,13277,8933,101.53,,,
14470835,2023-02-06 09:54:58,TSLA,CALL,SWEEP,ABV ASK,200,195.94,2023-02-10,64,42.67K,6.67,6.6,6.65,35118,28709,98.74,,,
14470833,2023-02-06 09:54:57,TSLA,PUT,SWEEP,TO BID,190,195.94,2023-02-10,78,40.99K,5.26,5.25,5.3,23267,6553,95.16,,,
14470828,2023-02-06 09:54:56,TSLA,CALL,,AT ASK,200,195.85,2023-02-10,100,66.00K,6.6,6.55,6.6,35020,28709,98.98,,,
14470827,2023-02-06 09:54:56,TSLA,CALL,,AT ASK,200,195.85,2023-02-10,97,64.02K,6.6,6.55,6.6,34920,28709,98.98,,,
14470830,2023-02-06 09:54:54,TSLA,CALL,SWEEP,TO ASK,200,195.84,2023-02-10,266,175.54K,6.6,6.55,6.6,35053,28709,99.04,,,
14470829,2023-02-06 09:54:54,TSLA,PUT,SWEEP,TO BID,195,195.83,2023-02-10,90,69.33K,7.7,7.7,7.75,9712,6747,96.94,,,
14470826,2023-02-06 09:54:54,SPX,PUT,SPLIT,TO BID,3500,4236.43,2023-12-15,100,946.10K,94.61,94.3,95.3,105,28314,24.71,,,
14470822,2023-02-06 09:54:53,BEKE,PUT,,AT ASK,17.5,17.59,2023-03-17,399,56.66K,1.42,1.28,1.42,405,1067,67.03,,,
14470825,2023-02-06 09:54:52,SPX,PUT,SPLIT,ABV ASK,4065,4111.36,2023-02-06,303,43.89K,1.45,1.3,1.35,5137,1352,32.16,,,
14470824,2023-02-06 09:54:52,SPX,PUT,SPLIT,ABV ASK,4075,4111.36,2023-02-06,303,78.73K,2.6,2.45,2.55,5483,6032,32.03,,,
14470823,2023-02-06 09:54:52,SPX,CALL,SPLIT,BLW BID,4155,4111.36,2023-02-06,300,39.00K,1.3,1.35,1.45,4805,1798,29.57,,,
14470821,2023-02-06 09:54:50,PDD,CALL,SWEEP,AT ASK,90,91.14,2023-04-21,60,64.20K,10.7,10.55,10.7,63,1953,60,,,
14470817,2023-02-06 09:54:50,ATVI,PUT,,TO ASK,72,72.8,2023-02-10,172,44.72K,2.6,2.29,2.7,2065,494,97.16,,Pre-Earnings,
14470820,2023-02-06 09:54:49,INTC,PUT,SWEEP,AT BID,30,29.39,2023-03-17,300,46.50K,1.55,1.55,1.57,527,14865,33.5,,,
14470819,2023-02-06 09:54:49,INTC,PUT,SWEEP,AT BID,29,29.39,2023-03-17,300,31.80K,1.06,1.06,1.08,511,5071,34.28,,,
14470818,2023-02-06 09:54:49,AAPL,CALL,SPLIT,AT BID,162.5,151.88,2023-02-17,500,25.50K,0.51,0.51,0.53,4585,11533,32.29,,,
14470816,2023-02-06 09:54:49,META,CALL,,,190,188.31,2023-02-17,75,44.25K,5.9,5.85,5.95,1082,7324,49.55,,,
14470813,2023-02-06 09:54:48,TSLA,CALL,,AT ASK,250,195.59,2023-06-16,90,125.55K,13.95,13.85,13.95,289,13710,63.66,,,
14470815,2023-02-06 09:54:47,PFE,CALL,SWEEP,AT ASK,47.5,44.05,2023-06-16,287,31.28K,1.09,1.05,1.09,425,18379,21.23,,,
14470812,2023-02-06 09:54:47,AMZN,PUT,,TO BID,90,102.36,2024-01-19,124,89.90K,7.25,7.2,7.35,137,14621,37.95,,,
14470814,2023-02-06 09:54:46,CVNA,CALL,SPLIT,AT ASK,14,14.07,2023-02-10,220,41.36K,1.88,1.72,1.88,1051,1286,307.58,,,
14470808,2023-02-06 09:54:46,AMD,CALL,,AT BID,85,85.48,2023-02-10,200,46.00K,2.3,2.3,2.31,5644,3472,54.92,,,
14470811,2023-02-06 09:54:45,NVDA,CALL,SWEEP,TO ASK,212.5,212.46,2023-02-10,110,62.37K,5.67,5.6,5.7,4657,1751,61.28,,,
14470810,2023-02-06 09:54:44,TSLA,CALL,SPLIT,AT BID,192.5,195.75,2023-02-10,100,98.00K,9.8,9.8,9.9,5562,4284,95.45,,,
14470809,2023-02-06 09:54:44,SBUX,CALL,SWEEP,ABV ASK,110,103.59,2023-02-17,1550,38.09K,0.25,0.23,0.24,2118,6356,27.88,,,
14470807,2023-02-06 09:54:43,AI,CALL,SWEEP,,30,29.41,2023-02-17,80,43.27K,5.41,5.3,5.5,1944,1790,278.3,,,
14470803,2023-02-06 09:54:43,ARKK,CALL,,AT ASK,41.5,42.37,2023-02-17,148,34.63K,2.34,2.25,2.34,150,699,63.72,,,
14470802,2023-02-06 09:54:43,AI,PUT,,TO ASK,33,29.41,2023-02-17,80,65.76K,8.22,7.6,8.3,80,0,288.54,OPENING,,
14470801,2023-02-06 09:54:43,AI,PUT,,TO ASK,31,29.41,2023-02-17,80,53.68K,6.71,6.2,6.9,83,5,279.51,OPENING,,
14470800,2023-02-06 09:54:43,AI,PUT,,TO ASK,28.5,29.41,2023-02-17,80,39.20K,4.9,4.6,5.1,91,0,264.57,OPENING,,
14470799,2023-02-06 09:54:43,AI,PUT,,TO ASK,40,29.41,2023-02-17,80,111.36K,13.92,12.8,14.2,80,8,311.77,OPENING,,
14470798,2023-02-06 09:54:43,AI,PUT,,TO ASK,34,29.41,2023-02-17,80,71.92K,8.99,8.4,9.2,80,1,292.16,OPENING,,
14470797,2023-02-06 09:54:43,AI,PUT,,TO ASK,35,29.41,2023-02-17,80,78.24K,9.78,9,9.9,80,0,295.82,OPENING,,
14470796,2023-02-06 09:54:43,AI,PUT,,TO ASK,29.5,29.41,2023-02-17,80,45.04K,5.63,5.2,5.8,98,0,272,OPENING,,
14470795,2023-02-06 09:54:43,AI,PUT,,TO ASK,32,29.41,2023-02-17,80,59.76K,7.47,6.8,7.6,80,0,284.74,OPENING,,
14470794,2023-02-06 09:54:43,AI,CALL,,TO ASK,33,29.41,2023-02-17,80,36.88K,4.61,4.4,4.7,157,241,290.31,,,
14470792,2023-02-06 09:54:43,VIX,CALL,,TO BID,22,21.8,2023-05-17,1194,353.42K,2.96,2.94,3.05,1732,10851,68.11,,,
14470791,2023-02-06 09:54:43,VIX,CALL,,,32,21.8,2023-05-17,1194,151.64K,1.27,1.24,1.29,1700,11943,86.18,,,
14470790,2023-02-06 09:54:43,VIX,CALL,,,32,21.8,2023-05-17,200,25.40K,1.27,1.24,1.29,506,11943,86.18,,,
14470789,2023-02-06 09:54:43,VIX,CALL,,TO BID,22,21.8,2023-05-17,200,59.20K,2.96,2.94,3.05,538,10851,68.11,,,
14470786,2023-02-06 09:54:43,SPY,CALL,,AT ASK,416,409.92,2023-02-17,150,47.25K,3.15,3.14,3.15,1013,10663,18.81,,,
14470804,2023-02-06 09:54:42,AAPL,PUT,SWEEP,TO ASK,155,151.97,2023-04-21,100,85.40K,8.54,8.5,8.55,275,6801,27.18,,,
14470788,2023-02-06 09:54:41,SQQQ,PUT,SWEEP,AT ASK,35,35.4,2023-03-17,313,101.72K,3.25,3.15,3.25,315,1833,76.52,,,
14470787,2023-02-06 09:54:41,VZ,PUT,SWEEP,AT ASK,41,41.12,2023-02-24,364,25.84K,0.71,0.69,0.71,493,1288,21.99,,,
14470782,2023-02-06 09:54:41,SQQQ,PUT,,AT BID,35,35.4,2023-03-24,250,90.00K,3.6,3.6,3.7,367,28,77.69,OPENING,,
14470780,2023-02-06 09:54:40,TSLA,CALL,,TO ASK,210,195.74,2023-03-17,50,66.00K,13.2,13.1,13.25,740,8615,72.23,,,
14470779,2023-02-06 09:54:40,QQQ,PUT,,AT ASK,280,304.11,2023-03-17,164,46.25K,2.82,2.79,2.82,3402,121061,29.51,,,
14470784,2023-02-06 09:54:39,SPY,CALL,SWEEP,AT ASK,411,409.9,2023-02-06,417,36.70K,0.88,0.87,0.88,55574,8897,30.28,,,
14470781,2023-02-06 09:54:38,SPY,PUT,SWEEP,AT ASK,398,409.89,2023-02-17,200,37.20K,1.86,1.85,1.86,816,15261,21.9,,,
14470775,2023-02-06 09:54:38,VIX,CALL,,TO BID,22,21.8,2023-05-17,106,31.38K,2.96,2.94,3.05,338,10851,68.11,,,
14470774,2023-02-06 09:54:38,VIX,CALL,,,32,21.8,2023-05-17,200,25.40K,1.27,1.24,1.29,200,11943,86.18,,,
14470773,2023-02-06 09:54:38,VIX,CALL,,TO BID,22,21.8,2023-05-17,200,59.20K,2.96,2.94,3.05,232,10851,68.11,,,
14470778,2023-02-06 09:54:37,TSLA,CALL,SWEEP,,205,195.65,2023-02-10,175,85.75K,4.9,4.85,4.95,13136,8933,101.21,,,
14470771,2023-02-06 09:54:36,HBI,PUT,,,7,6.28,2023-02-24,972,75.82K,0.78,0.7,0.85,1000,485,26.74,OPENING,,
14470770,2023-02-06 09:54:36,HBI,PUT,,,7,6.28,2023-02-10,972,72.90K,0.75,0.7,0.8,1032,2279,80.42,,,
14470769,2023-02-06 09:54:36,TSLA,CALL,,TO ASK,220,195.59,2023-06-16,50,109.05K,21.81,21.7,21.85,132,7313,63.61,,,
14470768,2023-02-06 09:54:36,TSLA,CALL,,,190,195.59,2023-02-10,50,55.50K,11.1,11.05,11.15,8929,12610,95.12,,,
14470772,2023-02-06 09:54:35,SPY,PUT,SWEEP,BLW BID,410,409.81,2023-02-06,254,36.78K,1.45,1.46,1.47,42984,13530,30.42,,,
14470766,2023-02-06 09:54:35,QQQ,CALL,,AT ASK,304,304.02,2023-02-07,100,27.60K,2.76,2.73,2.76,1723,278,38.19,,,
14470767,2023-02-06 09:54:34,ATVI,PUT,SWEEP,AT BID,72,72.84,2023-02-10,120,31.20K,2.6,2.6,2.72,1893,494,97.78,,Pre-Earnings,
14470764,2023-02-06 09:54:32,BABA,CALL,,TO ASK,110,103.86,2023-03-10,250,106.25K,4.25,3.9,4.4,285,80,52.69,OPENING,,
14470765,2023-02-06 09:54:30,TSLA,PUT,SWEEP,TO ASK,190,195.53,2023-02-17,196,167.54K,8.55,8.5,8.55,2287,11112,83.14,,,
14470759,2023-02-06 09:54:30,TSLA,PUT,,TO BID,190,195.52,2023-02-10,82,44.03K,5.37,5.35,5.45,22971,6553,94.61,,,
14470763,2023-02-06 09:54:29,TSLA,PUT,SWEEP,TO ASK,190,195.69,2023-02-10,115,61.74K,5.37,5.3,5.4,23002,6553,94.49,,,
14470762,2023-02-06 09:54:29,BTU,PUT,SWEEP,TO BID,25,27.51,2023-07-21,100,31.05K,3.1,3.1,3.2,1500,2471,62.98,,,
14470761,2023-02-06 09:54:29,AAPL,CALL,SWEEP,TO BID,152.5,151.93,2023-02-17,99,31.75K,3.21,3.2,3.3,1012,7062,32.56,,,
14470760,2023-02-06 09:54:29,TSLA,CALL,SWEEP,TO BID,200,195.71,2023-02-10,64,41.66K,6.51,6.5,6.55,34609,28709,99.17,,,
14470757,2023-02-06 09:54:28,AMZN,CALL,,,86,102.3,2023-02-10,100,164.30K,16.43,16.35,16.5,104,351,79.84,,,
14470758,2023-02-06 09:54:27,TSLA,PUT,SWEEP,BLW BID,190,195.6,2023-02-10,56,29.89K,5.34,5.35,5.4,22886,6553,94.98,,,
14470756,2023-02-06 09:54:26,UPRO,PUT,SWEEP,AT BID,37,39.57,2023-03-17,200,33.00K,1.65,1.65,1.75,272,553,56.08,,,
14470754,2023-02-06 09:54:24,SPY,PUT,SWEEP,,407,409.86,2023-02-07,205,27.05K,1.32,1.31,1.32,5706,3822,26.03,,,
14470751,2023-02-06 09:54:24,TQQQ,CALL,,TO ASK,45,24.99,2025-01-17,100,40.00K,4,3.8,4.05,142,15509,58.15,,,
14470753,2023-02-06 09:54:23,TSLA,PUT,SWEEP,TO BID,190,195.44,2023-02-10,73,39.47K,5.41,5.4,5.5,22825,6553,94.97,,,
14470752,2023-02-06 09:54:22,NVDA,PUT,SPLIT,AT ASK,212.5,212.93,2023-02-17,72,57.60K,8,7.85,8,346,1126,56.11,,,
14470750,2023-02-06 09:54:22,AMZN,PUT,SWEEP,AT BID,102,102.33,2023-02-17,135,39.69K,2.94,2.94,2.95,835,3417,44.4,,,
14470749,2023-02-06 09:54:22,SPY,PUT,SWEEP,AT BID,409,409.85,2023-03-10,100,74.00K,7.4,7.4,7.42,122,190,17.52,,,
14470748,2023-02-06 09:54:20,SPX,PUT,SPLIT,ABV ASK,4075,4110.14,2023-02-06,203,53.80K,2.65,2.5,2.6,5102,6032,31.29,,,
14470747,2023-02-06 09:54:20,TSLA,PUT,SWEEP,BLW BID,190,195.13,2023-02-10,98,54.19K,5.53,5.55,5.6,22727,6553,95.19,,,
14470746,2023-02-06 09:54:20,TSLA,CALL,SWEEP,ABV ASK,200,195.11,2023-02-10,82,51.73K,6.31,6.25,6.3,34470,28709,99.3,,,
14470745,2023-02-06 09:54:20,SPX,CALL,,ABV ASK,4500,4120.57,2023-03-17,300,91.80K,3.06,2.9,3,2756,32262,15.07,SPREAD,,
14470742,2023-02-06 09:54:20,SPX,CALL,,ABV ASK,4350,4120.57,2023-03-17,100,149.90K,14.99,14.5,14.8,513,17164,15.34,SPREAD,,
14470741,2023-02-06 09:54:20,SPX,CALL,,ABV ASK,4500,4120.57,2023-03-17,150,45.90K,3.06,2.9,3,2381,32262,15.07,SPREAD,,
14470740,2023-02-06 09:54:20,SPX,CALL,,ABV ASK,4350,4120.57,2023-03-17,100,149.90K,14.99,14.5,14.8,413,17164,15.34,SPREAD,,
14470739,2023-02-06 09:54:20,SPX,CALL,,ABV ASK,4500,4120.57,2023-03-17,150,45.90K,3.06,2.9,3,2231,32262,15.07,SPREAD,,
14470738,2023-02-06 09:54:20,SPX,CALL,,ABV ASK,4350,4120.57,2023-03-17,200,299.80K,14.99,14.5,14.8,313,17164,15.34,SPREAD,,
14470737,2023-02-06 09:54:20,AMD,CALL,,AT ASK,70,85.61,2023-06-16,100,200.00K,20,19.8,20,101,8651,50.1,,,
14470743,2023-02-06 09:54:18,SPX,PUT,SPLIT,ABV ASK,4085,4109.82,2023-02-06,117,53.78K,4.6,4.4,4.5,3530,684,31.11,,,
14470736,2023-02-06 09:54:18,BTU,PUT,SWEEP,TO BID,25,27.46,2023-07-21,100,31.15K,3.12,3.1,3.2,1400,2471,63.07,,,
14470735,2023-02-06 09:54:17,TSLA,PUT,SWEEP,BLW BID,190,194.92,2023-02-10,65,36.69K,5.64,5.65,5.7,22626,6553,95.28,,,
14470734,2023-02-06 09:54:16,SPY,PUT,SWEEP,,400,409.7,2023-02-17,152,34.66K,2.28,2.27,2.29,6912,104674,21.45,,,
14470732,2023-02-06 09:54:15,SPY,CALL,SWEEP,,411,409.69,2023-02-07,139,26.30K,1.89,1.89,1.91,11325,2514,25.79,,,
14470729,2023-02-06 09:54:15,SPY,PUT,,AT ASK,395,409.67,2023-02-17,300,42.90K,1.43,1.42,1.43,1533,107494,22.49,,,
14470728,2023-02-06 09:54:15,SPY,PUT,,AT BID,400,409.67,2023-02-17,300,68.40K,2.28,2.28,2.29,6760,104674,21.41,,,
14470727,2023-02-06 09:54:15,RPD,PUT,,TO ASK,55,51.15,2023-02-17,60,33.90K,5.65,5.3,5.7,60,15,91.89,OPENING,,
14470731,2023-02-06 09:54:14,TSLA,PUT,SWEEP,TO ASK,200,194.94,2023-02-10,55,61.53K,11.19,11.1,11.2,1832,8079,98.88,,,
14470726,2023-02-06 09:54:14,TSLA,PUT,,TO BID,190,194.89,2023-02-10,50,28.20K,5.64,5.6,5.7,22523,6553,95.02,,,
14470730,2023-02-06 09:54:13,TSLA,PUT,SWEEP,,190,194.94,2023-02-10,91,51.34K,5.64,5.6,5.7,22549,6553,94.79,,,
14470724,2023-02-06 09:54:13,TSLA,PUT,,,195,194.91,2023-02-10,56,45.64K,8.15,8.1,8.2,9377,6747,97.06,,,
14470721,2023-02-06 09:54:13,SARK,CALL,,TO ASK,45.25,39.24,2023-03-17,500,65.00K,1.3,1.05,1.35,500,1138,62.75,,,
14470723,2023-02-06 09:54:11,AMZN,CALL,SWEEP,AT ASK,105,102.36,2023-04-21,56,33.32K,5.95,5.9,5.95,4297,10138,36.18,,,
14470722,2023-02-06 09:54:11,AMZN,CALL,SWEEP,,105,102.35,2023-03-17,62,25.46K,4.11,4.05,4.15,5858,49008,37.55,,,
14470717,2023-02-06 09:54:11,SPX,PUT,,TO ASK,4085,4109.78,2023-02-06,100,44.70K,4.47,4.4,4.5,3410,684,30.99,,,
14470720,2023-02-06 09:54:10,EWZ,CALL,SPLIT,AT ASK,33,28.12,2023-06-30,347,28.11K,0.81,0.76,0.81,847,1518,34.46,,,
14470719,2023-02-06 09:54:09,JWN,PUT,SWEEP,TO ASK,25,25.39,2023-02-17,250,37.50K,1.5,1.4,1.53,1029,1891,96.36,,,
14470718,2023-02-06 09:54:09,GOOG,CALL,SWEEP,AT BID,112,103.67,2023-02-24,400,26.40K,0.66,0.66,0.68,552,334,33.26,OPENING,,
14470716,2023-02-06 09:54:09,SPX,PUT,SPLIT,BLW BID,4085,4109.65,2023-02-06,117,53.79K,4.6,4.6,4.7,3310,684,31.29,,,
14470710,2023-02-06 09:54:09,SPY,PUT,,AT BID,390,409.75,2023-03-17,107,39.70K,3.71,3.71,3.72,1783,99839,21.11,,,
14470709,2023-02-06 09:54:09,SPY,PUT,,,400,409.75,2023-03-17,107,62.70K,5.86,5.85,5.87,2857,91715,19.32,,,
14470715,2023-02-06 09:54:08,SNAP,PUT,SWEEP,,12.5,11.25,2023-02-10,200,27.00K,1.35,1.32,1.38,205,451,99.01,,,
14470714,2023-02-06 09:54:08,AAPL,CALL,SWEEP,TO BID,155,151.85,2025-01-17,70,194.25K,27.75,27.55,28.4,71,4660,28.39,,,
14470713,2023-02-06 09:54:08,TSLA,CALL,SWEEP,AT ASK,210,194.52,2023-02-17,65,40.63K,6.25,6.15,6.25,3187,9324,87.4,,,
14470708,2023-02-06 09:54:08,SPY,PUT,,AT BID,390,409.77,2023-03-17,133,49.34K,3.71,3.71,3.72,1584,99839,21.12,,,
